sample_id,fapar
192,0.45475700385566636
193,0.3983917375199999
194,0.5153863220936656
195,0.17541200941700005
196,0.937688985776525
197,4.0706254488e-05
198,0.3751892268799997
199,0.46335053808309545
200,0.7821034405900003
201,0.0
202,0.9103782970066707
203,0.3917955378200013
204,0.5135227701788672
205,0.7772425667097608
206,0.7119907764133326
207,0.7753667791433333
208,0.03660671314640003
209,0.8753415039796674
210,0.5922591858902005
211,0.8298824382100006
212,0.6197622994366665
213,0.8291436597400006
214,0.6412631940800002
215,0.40446201348809563
216,0.8238524812200003
217,0.6987181302233327
218,0.9359076055326188
219,0.848735924160665
220,0.5722933976400947
221,0.402226581088
222,0.7499959305900001
223,0.39347533142609503
224,0.6437912819066667
225,0.8334609066350016
226,0.6401698600100004
227,0.8959392384616661
228,0.7320312514797142
229,0.614462083596857
230,0.9210305254933355
231,0.6762906909224748
232,0.5334052946679997
233,0.5555316367119996
234,0.535506045391999
235,0.056615882108386084
236,0.7859993194233331
237,0.884104307190001
238,0.3092648037616668
239,0.5342892223595703
240,0.00016284892120000007
241,0.8436325725936653
242,0.9286931873546674
243,0.0366561974351952
244,0.6711388439999981
245,0.8644629590735238
246,0.5873788364706661
247,0.05458656750075
248,0.8468155197501424
249,0.7656691353350003
250,0.3974877527333333
251,0.7522754255800002
252,0.6634510153997139
253,0.6075435863399994
254,0.89939664859619
255,0.7741911390166666
256,0.4327620863184327
257,0.9157843269343334
258,0.17197642660866627
259,0.7411810847833343
260,0.030067654091338103
261,0.40451661854133325
262,0.4628215536120001
263,0.5496009740486663
264,0.7020084858233324
265,0.17723840265066673
266,0.5781196915995238
267,0.7719805723485716
268,0.7825004886330006
269,0.8214399117066669
270,0.8143594170400008
271,0.5844844849400004
272,0.690818452223334
273,0.5775458208674283
274,0.7253073104589993
275,0.9353910476113327
276,0.8177751417659986
277,0.7841734842416664
278,0.3850876108741661
279,0.6163842937466666
280,0.8367661606267613
281,0.006621182951499966
282,0.8959392384616661
283,0.7805234011400004
284,0.8497239505799983
285,0.0349806751499238
286,0.5776800436566667
287,0.8066581565399992
288,0.39055551040666653
289,0.6798002076979983
290,0.31145088787566705
291,0.46654756655999996
292,0.7763239076273329
293,0.8352415389333319
294,0.03508723132094995
295,0.8090658033316661
296,0.826486504906667
297,0.4927226987323332
298,0.6415827628702376
299,0.8070489205599983
300,0.6967382605246666
301,0.12330933421243316
302,0.7142416996200001
303,0.868083196224334
304,0.7957167799379996
305,0.03145777122285237
306,0.1164146709635333
307,0.5352096054314277
308,0.4411285482966666
309,3.8267333288e-05
310,0.7806124747476662
311,0.3388311872466669
312,0.748351366953333
313,0.8728522426599995
314,0.8406587821233346
315,0.3487337869563332
316,0.36802104707333455
317,0.8978080707339986
318,0.6656311065750002
319,0.3988490636600001
320,0.8128473348593338
321,0.7908687948449993
322,0.2525709292389668
323,0.6214791459146665
324,0.8256764438466679
325,0.711088544608332
326,0.818432340089998
327,0.3890628990700006
328,0.8394936724616674
329,0.8776280875078903
330,0.383334429396667
331,0.4714170660000965
332,2.8566612e-05
333,0.3748758604300003
334,0.027685480898190513
335,0.5378146193142841
336,0.8936594473273812
337,0.694512984673333
338,0.2246620619069664
339,0.27678164462133303
340,0.733906653820237
341,0.7783095103999993
342,0.42541760762666686
343,0.33161475952333413
344,0.22313474204466666
345,0.7457318573166662
346,0.0010229297600000001
347,0.7465017608266661
348,0.2010880398199996
349,0.9167010673699999
350,0.9017897692190003
351,0.3996457351740006
352,0.8918208478461905
353,0.7996345688533324
354,0.43710901365142873
355,0.7984291641399995
356,0.1944828571960002
357,0.3842766753646676
358,0.7782366907700003
359,0.7523073674433337
360,0.8263632946486658
361,0.5380389228597239
362,0.8285437332989992
363,0.49113474015466624
364,0.7092238747206683
365,0.9371056442661903
366,0.7132439801009994
367,0.3026361322326668
368,0.7950873422799992
369,0.853738858535952
370,0.26869487373133344
371,0.04020455670703333
372,0.666947289027667
373,0.6852597548146663
374,0.8811569817033338
375,4.1596254488e-05
376,0.8163610691799976
377,0.7815646200913309
378,3.768733328800001e-05
379,0.712553473393334
380,0.11821253725999999
381,0.3708810887433327
382,0.5971117833466665
383,0.9174466233333332
384,0.7879787592533326
385,0.6280981242133329
386,0.8967653281633331
387,0.766923998960001
388,0.8530086122411898
389,0.9279567298790002
390,0.636085758658095
391,4.0784000288e-05
392,0.6122695999036666
393,0.6547006889866662
394,0.5800175827427619
395,0.24318878826433307
396,0.7630931249199997
397,0.29771567544666616
398,0.7342807285499999
399,0.7123986626233324
400,0.4419140011040005
401,0.8210455111800017
402,0.26636272261099997
403,0.5496009740486663
404,0.6060711164980956
405,0.8922074101383318
406,0.25943909847380936
407,0.0008392605412000018
408,0.8493461779760006
409,0.8925519415720958
410,0.8039266781566667
411,0.8078236813966675
412,0.535587120233334
413,0.7761179227640489
414,0.04447695845575665
415,0.03231261798905717
416,0.7907633337499992
417,0.8057086844266674
418,0.5572390007899994
419,0.8148553728185233
420,0.46097671488071446
421,0.05093995986996665
422,0.8168220664780957
423,0.48680075956700003
424,0.0
425,0.3708810887433327
426,0.9268188516682379
427,0.013278711130166687
428,0.6881445695866671
429,0.7899862954166667
430,0.04606606375249999
431,0.06888110419155534
432,0.5158261778673332
433,0.7024660509566676
434,0.720905938180333
435,0.8359464699563826
436,0.04378363591166195
437,0.375175921568667
438,0.42089444604296633
439,0.4761587646846665
440,0.8695942525263342
441,0.704993161765666
442,0.7190205248273325
443,0.061791995641166594
444,0.28879917976966774
445,0.8466091269328562
446,0.391983478851333
447,0.8052096826583328
448,0.025889938749666573
449,0.9078293903699992
450,0.3207758166066667
451,0.46198984230899953
452,0.6449223718933328
453,0.2836154685820002
454,0.7860040811966666
455,0.3018086577413333
456,0.7165256160649994
457,0.8082612740199988
458,0.4464100796016666
459,0.8212183151433338
460,0.5787557536460954
461,0.3765387804840004
462,0.7693034546566664
463,0.6745051622189999
464,0.027139120620233267
465,0.5353414049713329
466,0.9260720035271425
467,0.4980359152466669
468,0.9377833921963338
469,0.8895969755269063
470,0.031212839396471435
471,0.6423232330839997
472,0.8229349697466659
473,0.9263761367766665
474,0.8039266781566667
475,0.3487590055216658
476,0.36554192686309517
477,0.21391680145999972
478,0.039121901624479975
479,0.8278788293799988
480,0.5376981385799985
481,0.818568907489334
482,0.8541479120153339
483,0.02838929024993336
484,0.7833144444693324
485,0.7515289046139997
486,0.811150556746665
487,0.8907681998671436
488,0.885310263768001
489,0.3951958783666681
490,0.6636061509233326
491,0.8029766877999992
492,0.6681864059647604
493,0.9383577209815243
494,0.7961037789286662
495,0.8630225251633323
496,0.7199974009999995
497,0.5788650500883344
498,0.02950997017881906
499,0.2924357491124763
500,0.7810734837566659
501,0.8421775018459988
502,0.46131991693557184
503,0.8604790351999985
504,0.5417669676100001
505,0.8160715926983326
506,0.7621871267500475
507,0.8287353621399984
508,0.8470827743163352
509,0.6632494804796668
510,0.899860333263667
511,0.785933505058333
512,0.7721395439033344
513,0.6415827628702376
514,0.5694156858766665
515,4.0706254488e-05
516,0.7278027896166661
517,0.02118648638066652
518,0.39808463693800045
519,0.6981839840406183
520,0.16994293692666657
521,0.8059008537928556
522,0.5395164214399993
523,0.37394313214166697
524,0.8426738664183334
525,0.0
526,0.8531117649820965
527,0.8118516981799975
528,0.7406694827714279
529,0.3672566877910002
530,0.7814719742883326
531,0.7302199128913325
532,0.5923234020900001
533,0.621013769306666
534,0.3508078718870003
535,3.8599945279999994e-05
536,0.3894858167786673
537,0.3924037842466666
538,0.7826802537549997
539,0.7234726810611901
540,0.029491573230099925
541,0.8301555116676663
542,0.9247156532093337
543,0.13686507165333325
544,0.7512398280799033
545,0.07303335576533349
546,0.5219576393586669
547,0.4476933205798095
548,0.0411381273767085
549,0.7793485466900004
550,0.7635201126000003
551,0.0
552,0.5914802165226212
553,0.8054460734334279
554,0.7974101863346663
555,0.7564633028350012
556,4.218181848800001e-05
557,0.542174369665
558,0.7973724849099992
559,0.40752794849085733
560,0.0
561,0.04917753035673322
562,0.9202766657365725
563,0.5313040469539995
564,0.7853786185066666
565,0.7078063363333329
566,0.7122268700150004
567,0.07543459532116667
568,0.3982654386380008
569,0.8994277431199993
570,0.8941094232728556
571,0.5961032574933337
572,0.7901149815799996
573,0.00019429181848799992
574,0.0
575,0.7819157337156661
576,0.42906655415314215
577,0.40579068293633336
578,0.3933954194853341
579,0.7760711780386665
580,0.8000345791783331
581,0.39162246149433394
582,0.615184554441667
583,0.738653163519333
584,0.7908256596792855
585,0.75501740561
586,0.855175770676668
587,0.49802708928333317
588,0.3934325294413342
589,0.8007297130866665
590,0.26869487373133344
591,0.38947869892800047
592,0.7094874513983327
593,0.5454350063693333
594,0.3758451612376673
595,0.8390818962273322
596,0.6330673688153333
597,0.8487365570333344
598,0.8142110133499986
599,0.39255032216809527
600,0.04844513384900609
601,1.0323306000000001e-05
602,0.6769990324359995
603,7.92e-06
604,0.9445185039183343
605,0.787753481885
606,0.5799048764763337
607,0.06406826943933294
608,0.5542251198046669
609,0.2900948077050005
610,0.7196050979410475
611,0.37246221196493307
612,0.6147075795746669
613,0.8425609718073321
614,0.03678995306243336
615,0.6016204065726668
616,0.786440109999999
617,0.5502820140199997
618,0.790591219020001
619,0.05730197746333336
620,0.16285832237366699
621,0.6661134360750011
622,0.026918977504000022
623,0.880252781513331
624,0.6667797950333342
625,0.8530950893381894
626,0.6137127428873331
627,0.029629998628219023
628,0.6752135020966655
629,0.9030868735303338
630,0.6647314685499991
631,0.8803614767326674
632,0.8477668799133351
633,0.07259946294559998
634,0.7564214139366681
635,0.6870995083599992
636,0.666021513546666
637,0.760545856820001
638,0.4103316029480009
639,0.656779994595428
640,2.78e-05
641,0.35357524841799964
642,0.5444136735566676
643,0.8165741396626658
644,0.49078836032566675
645,0.4214142499790488
646,0.029771081387642832
647,0.6207938353040001
648,0.039562931076747576
649,0.8738958306999987
650,0.027948053686733337
651,0.3654522497613329
652,0.038947355318759994
653,0.884104307190001
654,0.8110989847899992
655,0.4915010135480002
656,0.5539387441953335
657,0.8209509741859996
658,0.6456431595757148
659,0.0
660,0.9112621319083337
661,0.8224128928799992
662,0.03225596653663334
663,0.7275520497796663
664,0.39317212673466745
665,0.7214138032966662
666,1.0323306000000001e-05
667,0.5356282817150243
668,0.00020072175138799995
669,0.11935583456793328
670,0.6626283975399999
671,0.029375801199900003
672,0.9339946167946677
673,0.029413400343361897
674,0.8210487708993336
675,0.00011719181848800003
676,0.7731453839799997
677,0.06036758070583331
678,0.924209326949998
679,0.8989700857033329
680,0.8271248510099989
681,0.9231071883845237
682,0.8668410645340018
683,0.24598573051133293
684,0.7462990037350006
685,0.707163547147666
686,0.8109667219382852
687,0.13473949193600016
688,1.8243306000000005e-05
689,0.8268712985599986
690,0.720637712682001
691,0.7730504360533329
692,0.7702365792716664
693,4.2537333288000005e-05
694,0.9341869833433334
695,0.856199256542762
696,0.18354324865200014
697,0.851321796498665
698,0.5455206290166668
699,0.33477267874
700,0.7423860816649999
701,0.8012374447399981
702,0.42474886443276266
703,0.8051587243693329
704,0.16661294625538103
705,0.29875804424999997
706,0.5094190489133337
707,0.7873559704399998
708,0.79927392138
709,0.759778676674332
710,0.8172807468499983
711,0.8679812524733309
712,0.661853328578571
713,0.7291995177000007
714,0.5390298994414278
715,0.7832553835966668
716,0.4038238875413334
717,0.42867810118571226
718,0.8875898821100011
719,4.1596254488e-05
720,0.8312838589536661
721,0.7055912440963333
722,0.9087055731900001
723,0.1632358033933329
724,0.7823032943466656
725,0.8553760178917152
726,0.3654199579852372
727,0.6849590406333324
728,0.8322679037293325
729,0.8125180403599983
730,0.8003222447799984
731,0.6923367376740475
732,0.029371164012833326
733,0.5639811553500005
734,0.8327586462599994
735,0.5988899380633335
736,0.8771376644799983
737,0.5781650312533333
738,0.7645899699783333
739,0.7849622373066665
740,0.8929705363900005
741,0.03048669333616194
742,0.5762763987789999
743,0.7773103409666666
744,0.6610321378449998
745,0.41037913226000244
746,0.865828697346524
747,0.38100903748609416
748,0.804193526195665
749,0.39455613835066694
750,0.3917574447666672
751,0.8252358073760003
752,0.0448777712190667
753,0.6753164859033323
754,0.8930169977941902
755,0.7808955709036653
756,0.7427655960916676
757,0.8938379550352399
758,0.14140629602799942
759,0.7309426746003329
760,0.8894373249733327
761,0.5208778675383323
762,0.40473794469900054
763,0.028420829067195248
764,0.7542902987100009
765,0.9009194648286666
766,0.7754254136493345
767,0.3038308108796669
768,0.8388819628366663
769,0.1679011044660478
770,0.009490558763000019
771,0.9233164604413345
772,0.9405581744500008
773,0.04226462524728997
774,0.742057788016667
775,0.7112310471633331
776,0.5469923487780008
777,0.8189686672399985
778,0.8994277431199993
779,0.3956376640279999
780,0.1431037757446665
781,0.6774673898699525
782,0.05793888257308339
783,0.5418421501303363
784,0.5426520469766661
785,0.8557648501466674
786,0.551585382689333
787,0.27296786590999994
788,0.7769353215799994
789,0.5052319378693335
790,0.6487189780200001
791,0.5703397213505235
792,0.5625424140500002
793,0.7583393029566682
794,0.028574666593543973
795,0.7566535900000005
796,0.9342757268015718
797,0.29152863703933324
798,0.5700522409466664
799,0.4495770244840006
800,0.571145827446867
801,0.10741031727495204
802,0.7981319754156654
803,0.8628746846828901
804,0.827958347103333
805,0.6471079790333326
806,0.7776552703433341
807,0.8492567266466653
808,0.39051873804999976
809,0.7942164120149998
810,0.4247417903646658
811,0.0
812,0.9239792230538096
813,0.5810989153100005
814,0.3974877527333333
815,0.7488238982200011
816,0.4075449155406671
817,0.05395314841083331
818,0.3711750775199996
819,0.014173166507266645
820,0.6339934921914286
821,0.8019854665076197
822,0.831824088871
823,0.5218702404919986
824,0.81458574641
825,0.5048573462646185
826,0.00016193892120000005
827,0.8256659522560004
828,0.7191233024200006
829,0.6993534302812379
830,0.41141376903466814
831,0.826717635296665
832,0.02980624485301429
833,0.6788810169566663
834,0.3887899920053331
835,0.38935611903666656
836,0.700369987024
837,0.914933366656666
838,0.6393570802999986
839,0.8060423725079995
840,0.3024775666666666
841,0.24253944389783313
842,0.6268010259309515
843,0.8153295788799987
844,0.6038322845833334
845,0.7732225987620003
846,0.7661971150539992
847,0.030919048593909537
848,0.16249236884799997
849,0.9228317178206191
850,0.20374215816733351
851,0.8173479008799984
852,0.03144083820466679
853,0.3857614805546666
854,0.28505476480186676
855,0.5624910268416663
856,0.5679122111583338
857,0.8064442369149999
858,0.8049944198133333
859,0.7484303712308581
860,0.7124230099533323
861,0.7782053318666668
862,0.632051766316
863,0.7809819171333322
864,0.9272832079849049
865,0.8376529130800474
866,0.04249123882633333
867,0.9144617730833335
868,4.1596254488e-05
869,0.7485219016866672
870,0.4980359152466669
871,0.7731994351566667
872,0.04163893442664762
873,0.6153742574313337
874,0.747402044545001
875,0.7320312514797142
876,0.8082959746599989
877,0.04636194291733325
878,0.8262931216220933
879,0.49439292464400025
880,0.8902951103399992
881,0.39664280257000034
882,0.7319274562299996
883,0.9317957123791896
884,0.3637607683946671
885,0.7902495697599987
886,0.8142123794799981
887,0.7183117315009048
888,0.21273782694233326
889,0.4114413323580009
890,0.5639811553500005
891,0.9038208751633326
892,0.7037029558460008
893,0.18684690606900023
894,0.8136481204533323
895,0.5426520469766661
896,0.8131005551999989
897,0.7498211443066668
898,0.8811470034973338
899,0.8607726721066661
900,0.8142711010833327
901,0.4296834212433336
902,0.4089172044866671
903,0.7770646350977771
904,0.6302171019923825
905,0.9247887736696678
906,0.7948106166199984
907,0.6016412665
908,0.8030799614878568
909,0.8443238666196666
910,0.9194082782330008
911,0.714577773227238
912,0.03265402653128093
913,0.8917469693106664
914,0.4234623782274991
915,0.04402096892566663
916,0.8908013067199995
917,0.9014454390233333
918,0.8833512533593324
919,0.26099658865400005
920,4.3791818488e-05
921,0.5455983306066666
922,0.5692860893899999
923,0.04589497941184288
924,0.6317652848837142
925,0.6927302030631916
926,3.9037333288e-05
927,0.6596551579399987
928,0.8111404524599987
929,0.537765527664761
930,0.7537542717366673
931,0.6743455091923349
932,0.6666266227300004
933,0.3895801036059991
934,0.0
935,0.06267783018566639
936,0.8017967073133323
937,0.03627585831165003
938,0.4486935454414295
939,0.921547550161096
940,0.4283450656912002
941,0.37259282499233287
942,0.5961138240627625
943,0.7912854980699991
944,0.5918595557666672
945,0.9123260568499985
946,0.7705430440250001
947,0.0372251921757166
948,0.7696392093000001
949,0.03833293923660002
950,0.8118484267733335
951,0.31644706974399944
952,4.3342921488e-05
953,0.00014532931848800008
954,0.4527294821317141
955,0.2585479836619999
956,0.6782503357299992
957,0.5521358449033337
958,0.8600763570193323
959,0.03271507297298761
960,0.9408252625240008
961,0.7731106322783321
962,0.8184799854200001
963,0.0
964,0.3658398690533344
965,0.788979459373333
966,0.7115470551620003
967,0.4405548274770003
968,0.05060491359950004
969,0.8160637665013325
970,0.9301811399000015
971,0.8054872861483325
972,0.5198437539639994
973,0.795219395848428
974,0.6324160486199996
975,0.037349803037780946
976,0.03301476054214286
977,0.00013421181848800003
978,0.9214565793413346
979,0.9262107947927631
980,0.7325983264359993
981,0.3983917375199999
982,0.3913236753806667
983,0.24155285108999988
984,0.7846082301995239
985,0.49611039537866714
986,0.7207278947473323
987,0.855175770676668
988,0.5453644455486667
989,0.4751230986455228
990,0.6863899944626681
991,0.8189400066059995
992,0.38037841070333284
993,0.8097247897793328
994,0.9352191892549997
995,0.37138845142233384
996,0.8819949561516675
997,0.8081434228589995
998,0.3876919334863331
999,0.5943175668671428
1000,0.2595781913415335
1001,0.5799048764763337
1002,0.0
1003,0.7235369519533325
1004,0.7824906766883318
1005,0.7951465380402384
1006,0.8229629223066681
1007,0.2591844615890005
1008,0.29814693032400014
1009,0.9236320133011909
1010,0.7743848360500003
1011,0.5641942591166667
1012,0.5342892223595703
1013,0.6370456182988103
1014,0.7948188371959043
1015,0.6862222644013333
1016,0.2501534373430004
1017,0.8863749463738095
1018,0.6173870676266664
1019,0.364954714759999
1020,0.7291567623733343
1021,0.3030014664780003
1022,0.37370600291466755
1023,0.49775873459333214
1024,0.48047277962400003
1025,0.8354681213363332
1026,0.5533001351816672
1027,0.8503674195054762
1028,0.853362428307668
1029,0.7153550262013331
1030,0.9050687517813344
1031,0.0
1032,0.5998050522606672
1033,0.8591135569033325
1034,0.7032450518049995
1035,0.7172232342866661
1036,0.8029180574883321
1037,0.823828022256666
1038,0.7661139020333324
1039,0.7384131742457141
1040,0.7901136829406661
1041,0.38442543974726623
1042,0.6736837629200007
1043,0.1399286594130002
1044,0.8630114118500004
1045,0.4949819095929994
1046,0.3807775163866664
1047,0.5418676872006676
1048,0.7524804120523327
1049,0.9114764116066676
1050,0.7708819257343338
1051,0.8934675634289995
1052,0.8386087249260008
1053,0.7516641928716665
1054,0.7208395906100007
1055,0.8119218996766671
1056,0.8190939356249989
1057,0.027436326637493312
1058,0.7829722334659992
1059,0.7143925213649998
1060,0.21861576586266648
1061,0.8677738401736673
1062,0.9165130528728571
1063,0.615266623536
1064,0.6606161223849529
1065,0.25649114160399983
1066,0.751074033873333
1067,0.822097419481668
1068,0.8202497635799981
1069,0.14021629830400018
1070,0.5470837937750003
1071,0.7848498057166666
1072,0.7618158591866666
1073,0.42099013055333306
1074,0.5971117833466665
1075,0.9329178785500017
1076,0.4602862648943334
1077,0.7908251889183324
1078,0.5042909035006657
1079,0.7952414850099989
1080,0.6846769663461434
1081,0.5533035272519998
1082,0.4149975919733339
1083,0.6995649066866669
1084,0.03880567736034001
1085,0.039269931281733436
1086,0.9361055882870006
1087,0.6851298692199999
1088,0.02576850618703335
1089,0.8099889182733345
1090,0.8163373417133326
1091,0.303992239582667
1092,0.11149939601233308
1093,3.8267333288e-05
1094,0.8544724534466668
1095,0.2898905977923336
1096,0.8377084863599988
1097,0.3943762164933338
1098,0.5626690648985708
1099,0.37342598173533365
1100,0.3318809052833335
1101,0.8227691642006656
1102,0.42150791281466615
1103,0.814294553029999
1104,0.8715839488733305
1105,0.8119218996766671
1106,0.1944828571960002
1107,0.8675133244399987
1108,0.6786935095666665
1109,0.04845056303536318
1110,0.5084992183886675
1111,0.8083952324333333
1112,0.893240018044
1113,0.8310793743299991
1114,0.7988622994999998
1115,0.6660570221663801
1116,0.8067557058303959
1117,0.8103722142900004
1118,0.659930721779335
1119,0.9177227658727619
1120,0.7725066945866663
1121,0.49476291875369055
1122,0.818852699425333
1123,0.813955224006
1124,0.7915473576213335
1125,0.038860455090500026
1126,0.907336096106905
1127,0.686654111279999
1128,0.4902565048805723
1129,0.8109667219382852
1130,0.00019429181848799992
1131,0.7235408917977777
1132,0.6510559947851999
1133,0.7894513501206668
1134,0.7761362841480002
1135,0.41160878312799964
1136,0.3731939337116662
1137,0.8220733955400006
1138,0.2794306146419997
1139,0.4827847351153344
1140,0.9272643583296676
1141,0.40306756008433353
1142,0.9055442432993346
1143,0.5528550565119974
1144,0.6456227159000001
1145,0.43102793508433324
1146,0.8762152811666656
1147,0.7609917502266665
1148,0.8315001853983335
1149,0.9055649777761893
1150,0.5052657839841905
1151,0.3714978043233338
1152,0.7731831370846669
1153,0.17541200941700005
1154,0.8332118329561897
1155,0.528751657089999
1156,0.47066732060542993
1157,0.7206647827766658
1158,0.0
1159,0.6373314708218583
1160,0.7192203750200009
1161,0.9195885876199993
1162,0.0391005416193667
1163,0.9384940479663338
1164,0.8711957850636682
1165,0.37118426289576195
1166,0.29842520105666664
1167,0.5459492409895236
1168,0.8258935609999976
1169,0.3817671623128329
1170,0.3215271946966671
1171,0.2580819026303333
1172,3.7286611999999996e-05
1173,0.0664837453193332
1174,0.6221778425233326
1175,7.92e-06
1176,0.8631275895199981
1177,0.7895341970880946
1178,0.7044246557149999
1179,0.8078570289199986
1180,0.8028744796399995
1181,0.4205717253807662
1182,0.29772190096447637
1183,0.8271053216853329
1184,0.8181846739599982
1185,0.03462539834020955
1186,0.8103226302466675
1187,0.8608587124399981
1188,0.854056340287524
1189,0.9214614509866657
1190,0.042090439686221934
1191,0.680906605213332
1192,0.0
1193,0.7969672001366657
1194,0.5748306937350004
1195,0.7357640911033325
1196,0.9115396530788574
1197,0.2566489316773333
1198,0.5497351754811908
1199,0.7214817008080944
1200,0.9067557451195224
1201,0.8299007470446657
1202,0.8323536566183339
1203,0.8784723849199987
1204,0.9365062526830003
1205,0.799999080621667
1206,0.7045548939673326
1207,0.8953088009599994
1208,0.7876369502600004
1209,0.9100726480266658
1210,0.853323285105714
1211,0.16678792670000012
1212,0.009334156975333314
1213,0.7844263040633329
1214,0.7854015763483334
1215,0.031729205191019044
1216,0.0310841963229
1217,0.5212486464489992
1218,0.5048349668096667
1219,0.9240951440733329
1220,3.4877333288e-05
1221,0.5006310851323331
1222,0.4532394198793337
1223,0.9280969113146673
1224,0.9144675140499062
1225,0.5368993035353324
1226,0.8923588923799978
1227,3.4877333288e-05
1228,0.03467943673915716
1229,0.7694703065200007
1230,0.5706125124066661
1231,0.7328892070306665
1232,0.02991603051551907
1233,0.850902055886665
1234,0.8009850018016652
1235,0.4289108756121422
1236,0.8104842874980013
1237,0.17067695988220016
1238,0.6888849522999989
1239,0.6474948639866664
1240,0.5363958608099989
1241,0.8363759629700007
1242,0.7611009094333334
1243,0.0790125909550476
1244,0.8375619721866667
1245,0.8036342657799989
1246,0.8264188198066683
1247,0.8007391937894285
1248,0.840649753659714
1249,0.7618501019819997
1250,0.6649635112055237
1251,0.9189991860646667
1252,0.16815258079900014
1253,0.9019139427815238
1254,0.8426186969973329
1255,0.8713854613599994
1256,0.8389863918466661
1257,0.8082866980033323
1258,0.8134326637699987
1259,0.6592265685750003
1260,2.78e-05
